"PARID","LUC","LUC_desc","situs","NAME","year","if1991","yearGroup"
"1704 00600100","R-10","R - Single Family/Cabin","731  MEADOW WOOD AVE","North Coventry",2009,"1991 or Later","2001-2010"
"1704 00600200","R-10","R - Single Family/Cabin","729  MEADOW WOOD AVE","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00600300","R-10","R - Single Family/Cabin","727  MEADOW WOOD AVE","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00600400","R-10","R - Single Family/Cabin","725  MEADOW WOOD AVE","North Coventry",2014,"1991 or Later","2011-2022"
"1704 00600600","R-10","R - Single Family/Cabin","721  MEADOW WOOD AVE","North Coventry",2014,"1991 or Later","2011-2022"
"1704 00600700","R-10","R - Single Family/Cabin","800  BAUMAN CIR","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00600800","R-10","R - Single Family/Cabin","802  BAUMAN CIR","North Coventry",2010,"1991 or Later","2001-2010"
"1704 00600900","R-10","R - Single Family/Cabin","804  BAUMAN CIR","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00601000","R-10","R - Single Family/Cabin","806  BAUMAN CIR","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00601400","R-10","R - Single Family/Cabin","807  BAUMAN CIR","North Coventry",2009,"1991 or Later","2001-2010"
"1704 00601500","R-10","R - Single Family/Cabin","805  BAUMAN CIR","North Coventry",2012,"1991 or Later","2011-2022"
"1704 00601600","R-10","R - Single Family/Cabin","803  BAUMAN CIR","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00601700","R-10","R - Single Family/Cabin","801  BAUMAN CIR","North Coventry",2009,"1991 or Later","2001-2010"
"1704 00601800","R-10","R - Single Family/Cabin","931 E MILL CREEK WAY","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00601900","R-10","R - Single Family/Cabin","929 E MILL CREEK WAY","North Coventry",2014,"1991 or Later","2011-2022"
"1704 00602000","R-10","R - Single Family/Cabin","927 E MILL CREEK WAY","North Coventry",2012,"1991 or Later","2011-2022"
"1704 00602100","R-10","R - Single Family/Cabin","925 E MILL CREEK WAY","North Coventry",2007,"1991 or Later","2001-2010"
"1704 00602300","R-10","R - Single Family/Cabin","921 E MILL CREEK WAY","North Coventry",2006,"1991 or Later","2001-2010"
"1704 00602400","R-10","R - Single Family/Cabin","919 E MILL CREEK WAY","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00602500","R-10","R - Single Family/Cabin","917 E MILL CREEK WAY","North Coventry",2006,"1991 or Later","2001-2010"
"1704 00602600","R-10","R - Single Family/Cabin","915 E MILL CREEK WAY","North Coventry",2012,"1991 or Later","2011-2022"
"1704 00602700","R-10","R - Single Family/Cabin","719  MEADOW WOOD AVE","North Coventry",2007,"1991 or Later","2001-2010"
"1704 00602800","R-10","R - Single Family/Cabin","717  MEADOW WOOD AVE","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00602900","R-10","R - Single Family/Cabin","715  MEADOW WOOD AVE","North Coventry",2006,"1991 or Later","2001-2010"
"1704 00603000","R-10","R - Single Family/Cabin","713  MEADOW WOOD AVE","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00603100","R-10","R - Single Family/Cabin","711  MEADOW WOOD AVE","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00603200","R-10","R - Single Family/Cabin","709  MEADOW WOOD AVE","North Coventry",2012,"1991 or Later","2011-2022"
"1704 00603300","R-10","R - Single Family/Cabin","707  MEADOW WOOD AVE","North Coventry",2009,"1991 or Later","2001-2010"
"1704 00603400","R-10","R - Single Family/Cabin","705  MEADOW WOOD AVE","North Coventry",2006,"1991 or Later","2001-2010"
"1704 00603500","R-10","R - Single Family/Cabin","703  MEADOW WOOD AVE","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00603600","R-10","R - Single Family/Cabin","701  MEADOW WOOD AVE","North Coventry",2007,"1991 or Later","2001-2010"
"1704 00603700","R-10","R - Single Family/Cabin","1068  MILLER RD","North Coventry",2010,"1991 or Later","2001-2010"
"1704 00603800","R-10","R - Single Family/Cabin","1070  MILLER RD","North Coventry",2014,"1991 or Later","2011-2022"
"1704 00603900","R-10","R - Single Family/Cabin","710  MEADOW WOOD AVE","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00604000","R-10","R - Single Family/Cabin","712  MEADOW WOOD AVE","North Coventry",2010,"1991 or Later","2001-2010"
"1704 00604100","R-10","R - Single Family/Cabin","714  MEADOW WOOD AVE","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00604200","R-10","R - Single Family/Cabin","716  MEADOW WOOD AVE","North Coventry",2010,"1991 or Later","2001-2010"
"1704 00604300","R-10","R - Single Family/Cabin","913 W MILL CREEK WAY","North Coventry",2012,"1991 or Later","2011-2022"
"1704 00604400","R-10","R - Single Family/Cabin","911 W MILL CREEK WAY","North Coventry",2006,"1991 or Later","2001-2010"
"1704 00604500","R-10","R - Single Family/Cabin","909 W MILL CREEK WAY","North Coventry",2011,"1991 or Later","2011-2022"
"1704 00604600","R-10","R - Single Family/Cabin","907 W MILL CREEK WAY","North Coventry",2006,"1991 or Later","2001-2010"
"1704 00604700","R-10","R - Single Family/Cabin","902 W MILL CREEK WAY","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00604800","R-10","R - Single Family/Cabin","904 W MILL CREEK WAY","North Coventry",2008,"1991 or Later","2001-2010"
